RAJ2000,DEJ2000,zph,zsp,LBr,LBi,LTr,LTi,Ngal,NR200
197.99914,-2.46901,0.23,2.78,3.49,11,13.8,16,11,
121.62367,50.14789,0.103,0.09446,2.27,2.83,10.5,13.4,14,11
215.59792,8.90924,0.3,2.21,2.73,16.8,20.8,15,14,
243.13183,53.37045,0.157,0.1602,2.81,3.44,15.1,18.2,15,14
180.0048,54.88533,0.154,0.15428,2.88,3.51,11.4,15.1,14,11
137.17568,58.4832,0.205,2.57,3.17,11,13.6,11,10,
141.0396,53.66152,0.197,0.19171,2.9,3.65,20.6,25.8,16,13
200.34965,3.41914,0.219,2.61,3.23,25,31.3,19,18,
179.74638,14.50655,0.221,2.64,3.22,11.8,14.3,12,10,
160.0746,4.96571,0.3,3.03,3.64,17.5,21.7,16,14,
256.06761,29.07759,0.151,2.57,3.03,22.6,27.8,22,22,
177.0924,37.20598,0.17,2.47,3.03,14.5,17.6,15,14,
207.09049,38.80557,0.257,2.35,2.86,9.3,11.7,14,10,
165.81758,-1.14563,0.297,3.47,4.29,13.9,17.1,12,10,
115.15912,41.87875,0.24,2.71,3.33,9.2,11.4,14,10,
211.34033,54.50905,0.224,2.88,3.56,10.9,13.3,13,11,
215.36299,22.28468,0.13,2.59,3.27,14.9,18.8,16,13,
210.57714,14.01462,0.227,3.07,3.74,18.3,22.2,18,14,
173.42161,15.44237,0.24,2.58,3.12,22.4,27.1,22,22,
140.9853,30.71771,0.238,2.6,3.2,11.9,14.4,13,11,
212.06948,29.67828,0.232,3.63,4.52,20.4,24.7,18,17,
136.23664,24.19158,0.197,3.6,4.52,15.5,19,13,10,
133.98173,55.68371,0.111,0.1143,2.1,2.62,8.3,10.5,14,10
183.95869,32.70887,0.227,2.91,3.7,14.8,18.2,14,12,
230.03836,6.76188,0.197,3.76,4.61,15.5,19.1,15,12,
169.27975,9.07793,0.24,2.66,3.35,15.5,19.2,12,10,
242.79204,20.09007,0.176,3.3,3.99,22,26.8,19,18,
238.94466,12.20604,0.23,2.47,3.05,14.2,17.2,11,10,
124.54364,23.72237,0.165,0.16152,2.69,3.39,12.6,15.9,11,10
141.68206,4.00207,0.227,2.86,3.35,11.2,13.5,12,10,
220.39562,16.24134,0.232,2.99,3.69,20.3,24.9,19,18,
226.80692,1.13935,0.17,0.19045,2.61,3.19,14,17.4,16,13
132.25269,42.36579,0.2,2.93,3.58,12.3,15,12,10,
139.35777,-0.73031,0.248,3.5,4.12,16.7,20,15,12,
30.12611,0.58197,0.157,0.16363,2.46,3.03,15.6,19.2,18,16
129.71419,6.82294,0.24,2.73,3.37,14.5,17.9,13,11,
168.59317,32.73327,0.211,2.78,3.46,24.4,29.7,17,17,
229.06628,36.73009,0.2,2.65,3.24,11.8,14.5,14,10,
201.0558,55.68582,0.243,2.63,3.31,12.5,16.1,14,11,
171.08302,43.40495,0.2,2.54,3.13,12.5,15.3,13,10,
347.48415,13.21255,0.138,0.1406,2.79,3.39,13.4,16.5,14,12
214.14203,5.5829,0.23,2.69,3.25,21.6,26,16,15,
235.56661,54.02421,0.257,2.86,3.57,13.2,16.9,17,12,
173.9084,-3.00405,0.138,2.12,2.7,11.6,14.7,14,12,
7.47325,15.93635,0.197,2.68,3.27,15.3,18.6,13,12,
160.94331,43.99838,0.243,2.65,3.22,19.3,23.6,18,17,
152.76283,29.66191,0.135,2.61,3.3,15.8,19.6,15,11,
249.00137,45.96055,0.289,1.9,2.32,9.9,12.2,13,10,
143.25502,25.10808,0.216,3.05,3.74,14.5,17.9,15,12,
193.28288,5.19203,0.219,2.83,3.59,11.3,14,13,10,
245.57774,44.39933,0.154,0.13398,3.24,3.98,16.3,20.1,14,13
252.89044,37.74799,0.17,3.43,4.03,29.6,36.1,21,21,
233.59436,7.05143,0.192,2.73,3.36,16.6,20.4,16,12,
240.98667,55.83888,0.235,2.86,3.53,14.1,17.2,16,12,
217.09569,56.23158,0.138,2.8,3.53,14.4,18,11,11,
53.23489,-6.43044,0.2,0.19114,3.03,3.78,19.5,24.5,16,13
193.25122,25.13343,0.246,2.87,3.57,16,20,11,10,
33.1217,-9.25274,0.138,0.13593,2.62,3.18,26.1,32,20,20
234.50626,6.3235,0.294,2.57,3.06,14,17.4,14,10,
242.40595,38.58944,0.192,0.18756,2.78,3.37,17.6,21.5,12,11
209.70991,30.91516,0.176,2.44,3.16,17.1,21.2,17,15,
194.45254,67.33213,0.224,2.82,3.47,13,16,14,11,
125.17888,30.29243,0.254,2.97,3.79,20.9,26,19,17,
188.86739,40.23425,0.205,2.66,3.3,16.8,20.7,16,13,
190.9332,27.97917,0.184,2.23,2.79,8.8,10.9,13,10,
128.81786,12.58883,0.189,3.12,3.94,12,14.9,11,11,
205.08562,-2.17511,0.257,2.38,3.13,11.6,14.7,13,10,
156.15298,21.20671,0.194,3.08,3.78,10.3,13,14,10,
173.01366,13.58252,0.197,2.77,3.35,12.5,15.4,15,11,
135.62103,1.32821,0.219,2.71,3.28,20.1,25,21,21,
157.01883,40.33875,0.143,0.13465,3.27,4.02,13.6,17.2,14,12
28.17341,1.1344,0.203,0.18277,3.26,3.88,18.6,22.5,19,17
218.5335,30.15631,0.151,3.15,4.06,14.5,18,14,11,
233.44597,6.74397,0.13,2.31,2.84,12.1,15.1,13,12,
204.51901,20.35217,0.108,2.41,3.04,11.4,14.1,15,10,
209.95971,10.7611,0.224,2.57,3.35,10.1,12.8,12,11,
193.94076,43.7497,0.257,1.89,2.32,9.5,11.5,12,11,
136.02241,42.82487,0.197,0.19498,2.47,2.99,18.7,23.2,16,15
204.72508,36.72954,0.184,3.41,4.16,15.7,19.2,13,10,
235.98552,22.15589,0.186,2.77,3.6,14.2,18.1,15,12,
126.05362,35.44242,0.227,2.6,3.27,17.9,22.8,15,13,
227.3732,37.31183,0.216,2.52,3.05,23.7,28.7,20,19,
163.04421,52.83526,0.292,2.84,3.5,17.4,21.3,14,12,
229.55678,44.11047,0.122,2.42,2.93,12.7,15.7,17,12,
227.61677,25.68135,0.216,3.08,3.9,19.7,24.1,15,12,
7.12659,-10.5247,0.27,2.44,2.9,22.5,26.9,19,19,
168.60221,7.68511,0.273,2.1,2.78,13,16.6,13,11,
342.24853,13.79605,0.189,0.19068,2.45,3.09,16,19.7,12,12
226.10694,20.46576,0.154,2.58,3.36,13.8,17.4,15,14,
233.25614,21.74238,0.127,2.16,2.67,12.3,15.5,17,14,
144.90946,9.7329,0.192,0.19545,2.64,3.28,16,19.7,16,12
173.32448,12.52994,0.213,0.20846,3.49,4.24,26.7,32.5,19,18
124.04118,7.6127,0.254,2.81,3.33,14.7,18.3,13,11,
138.79643,5.44626,0.135,0.10747,3.41,4.22,17.1,21.2,18,13
131.01557,22.52827,0.2,3.26,4.02,19,23.6,16,13,
122.28764,43.93201,0.146,2.5,3.16,11.7,14.6,15,12,
196.87165,65.5709,0.275,2.81,3.59,15,19.2,13,10,
241.39916,25.02993,0.259,2.18,2.64,11.1,13.6,12,10,
197.37308,2.19897,0.197,0.19437,2.64,3.24,11.6,14.4,12,10
157.00924,-0.4851,0.213,2.71,3.47,22.5,27.9,18,17,
141.69647,62.48896,0.127,2.45,3.07,23.7,29.6,22,22,
131.83937,16.8274,0.192,2.54,3.14,10.8,13.5,13,11,
180.96877,4.21222,0.157,0.16042,2.03,2.51,8.5,10.1,16,12
220.26565,15.06573,0.116,2.76,3.39,14.2,17.7,12,11,
166.56897,11.70807,0.243,3.41,4.07,17,20.7,15,12,
168.05622,42.57543,0.2,0.19884,2.97,3.68,31.8,39.2,20,19
353.81916,15.14855,0.227,3.29,4.24,17.6,22.2,16,12,
227.1281,1.45897,0.197,0.18371,3.47,4.16,14.7,17.8,16,10
246.10928,14.23764,0.292,2.71,3.36,13.6,17.1,13,13,
157.26514,37.3162,0.165,2.81,3.66,17.5,22,17,17,
143.56376,24.30418,0.254,2.27,2.78,13.6,17.2,18,13,
175.67954,11.27359,0.132,0.11536,3.41,4.06,13,15.7,13,11
213.60269,2.86636,0.178,0.1799,3,3.69,10.9,13.5,14,10
179.27529,41.53939,0.297,2.15,2.57,12.6,15.3,14,12,
171.42895,48.37228,0.105,0.10634,2.59,3.08,12,14.6,15,10
160.6663,5.10585,0.232,2.68,3.43,12.4,15.5,13,10,
183.82981,44.15444,0.124,2.57,3.32,11.2,14.2,13,10,
240.66059,13.67618,0.208,2.83,3.5,16.3,20.1,13,10,
195.72414,26.15991,0.189,2.74,3.36,17.5,21.4,13,12,
357.32666,14.77707,0.275,2.77,3.33,14.2,17.2,13,10,
248.5725,20.82483,0.219,2.58,3.23,13.9,17,14,12,
203.96383,38.7114,0.173,2.68,3.57,19.2,24,16,11,
173.42313,46.34474,0.246,2.83,3.43,17.2,21.3,18,15,
233.33601,38.73787,0.203,3.12,3.79,18.7,22.9,18,13,
54.63991,-6.53536,0.259,3.7,4.28,19.9,23.6,16,13,
236.76291,11.31455,0.243,3.01,3.66,21.6,26.3,17,16,
216.93894,21.78118,0.281,2.27,2.83,14,17.5,15,12,
128.22813,4.55104,0.17,0.16664,2.68,3.28,19.8,24.8,17,14
151.10006,21.14391,0.23,2.85,3.5,19.8,25,16,14,
165.92341,4.39938,0.262,4.15,5.2,13.5,16.6,14,10,
160.61816,23.13095,0.216,2.86,3.6,17.5,22,14,12,
242.50521,37.31347,0.108,0.10214,2.51,3.02,12.6,15.4,12,10
195.81799,26.41521,0.297,2.19,2.66,12.1,15.1,12,10,
239.97946,30.87163,0.281,2.27,2.87,14.5,17.6,14,10,
128.58119,35.94993,0.297,2.73,3.22,14.9,18.6,15,10,
183.29482,47.61279,0.246,2.11,2.66,13.6,17.2,16,14,
233.54796,6.46331,0.119,2.54,3.11,13.6,16.9,14,10,
224.95835,37.70433,0.17,0.1524,2.96,3.69,18.9,23.4,17,14
230.42473,18.9776,0.208,2.41,3.17,15.5,19.5,16,15,
236.01857,34.58396,0.184,2.32,2.89,19.6,24.6,19,16,
185.14656,6.37625,0.119,2.54,3.1,11,13.7,12,11,
246.40848,41.89334,0.13,0.13234,2.56,3.3,18.4,23.6,18,18
166.76727,3.06371,0.132,0.13637,2.39,3.13,10.3,13.2,13,12
177.01994,11.58682,0.151,2.41,3.06,18.5,23.1,21,21,
227.94182,-1.34897,0.221,2.57,3.23,30.5,37.8,26,31,
204.21545,32.44041,0.173,2.18,2.8,11.3,14.2,12,11,
222.01219,13.206,0.211,2.57,3.17,25.9,32,23,23,
115.8896,41.30309,0.248,2.73,3.44,20.1,25.2,16,13,
155.59155,33.59337,0.27,2.47,2.95,13,15.9,12,11,
206.97753,29.38797,0.292,2.04,2.49,12.3,14.9,12,10,
217.09943,19.02429,0.251,2.43,3.04,10.9,13.5,14,10,
130.78196,8.51514,0.216,2.66,3.31,16.5,20.4,14,12,
324.53382,-7.66515,0.292,3.28,3.98,17.6,21.5,16,14,
236.58471,14.59699,0.292,2.06,2.53,15.3,18.9,13,13,
203.24626,33.51349,0.24,2.53,3.07,15.6,18.4,15,12,
220.37586,8.83015,0.284,1.81,2.2,17,20.8,15,14,
17.95873,-0.50361,0.176,2.66,3.41,12.7,15.8,12,10,
145.29781,38.50538,0.232,2.89,3.47,12.9,15.9,13,11,
118.18589,20.76037,0.235,2.56,3.21,14.7,18.4,17,12,
124.25201,7.93539,0.297,1.96,2.4,14.9,18.2,16,13,
199.68204,33.20056,0.232,3.27,3.97,16.6,20.4,12,10,
207.61038,34.55624,0.208,2.52,3.27,14.8,18.6,15,13,
131.08609,38.84105,0.284,2.49,3.21,16,20.4,15,11,
250.13167,19.07414,0.286,2.56,3.13,13.7,17,12,10,
195.34617,29.18616,0.17,2.92,3.7,24.9,31,21,19,
210.62934,2.03543,0.281,2.78,3.31,15.8,19.2,15,11,
168.79176,32.22539,0.189,2.77,3.41,12.4,15.5,15,10,
234.64176,38.25472,0.278,2.19,2.8,10.4,13.3,14,10,
135.56694,43.2171,0.251,2.32,2.92,11.9,14.7,12,10,
120.84654,53.54036,0.227,3.32,3.98,14.6,18,13,10,
210.94048,45.06964,0.216,2.89,3.64,15.7,19.5,15,12,
221.34348,16.06753,0.17,2.77,3.45,13.4,16.6,17,13,
202.58872,48.92272,0.284,2.82,3.46,16.4,20.2,16,12,
138.03681,1.7724,0.151,0.13916,2.99,3.73,13.1,16.5,13,11
159.04378,3.24624,0.132,0.14483,2.48,3.23,14.8,18.9,16,12
198.24541,41.59418,0.219,2.49,3.1,21.2,26.1,17,17,
111.95867,44.51514,0.248,3.46,4.27,16.4,19.7,11,10,
211.25801,-0.18054,0.224,2.36,2.91,14.9,18.3,15,14,
202.54344,40.71841,0.17,0.16903,2.82,3.42,13.9,17.4,12,10
167.43328,3.49533,0.186,2.37,3.05,12.9,16,11,10,
129.45966,33.22691,0.154,0.15146,3.02,3.75,11.3,14.2,13,11
127.92526,45.04022,0.257,2.48,3.11,18.7,23.1,13,11,
219.64595,18.88187,0.108,2.32,2.81,13.7,17,16,14,
209.16557,55.30374,0.238,2.61,3.09,14.7,18.1,15,11,
54.77761,-7.15425,0.23,2.97,3.66,12.8,15.9,12,11,
139.0499,19.54213,0.224,2.43,3.01,13.3,16.3,13,10,
116.91648,30.23146,0.213,2.59,3.17,11.7,14.8,15,10,
172.80585,47.29544,0.122,0.12726,2.36,2.98,10.9,13.9,13,11
198.04303,5.77153,0.27,3.16,4.12,17.8,22.5,17,16,
172.40935,40.31492,0.192,2.74,3.37,21.4,26.8,22,21,
56.4661,-0.02852,0.154,0.15894,2.82,3.35,15.2,18.5,15,12
142.18849,4.14809,0.246,3.36,4.4,12.4,15.9,15,10,
228.33575,7.03596,0.243,2.38,2.84,12.5,15.1,13,12,
134.4238,1.49722,0.275,3.41,4.17,12.2,15,12,10,
130.15258,4.07532,0.216,2.56,3.24,16.7,20.5,15,13,
230.31046,18.9097,0.224,2.62,3.18,34.2,41.9,25,29,
164.25558,8.10242,0.181,0.17762,2.48,2.99,13.1,16.2,13,12
195.8655,42.0516,0.254,2.87,3.58,16.3,20.2,15,14,
163.20944,36.66578,0.17,2.7,3.29,13.9,17.3,15,11,
185.62052,14.47192,0.235,2.33,2.75,14.1,16.9,17,13,
345.39598,-0.56896,0.176,0.15753,3.06,3.72,20,24.4,15,12
194.28129,49.17195,0.211,2.73,3.31,17.3,21,17,14,
193.98768,52.0883,0.292,3.01,3.61,12.3,15.1,12,10,
200.21805,-0.51588,0.213,2.56,3.2,15.6,19.3,17,13,
143.54264,24.39975,0.246,3.13,3.85,13.2,16.3,17,11,
120.59973,28.28515,0.243,2.5,3.04,12.9,16.3,16,12,
149.69117,20.42314,0.219,2.79,3.47,13.9,17,13,11,
238.96524,28.18253,0.211,2.5,3.03,24.1,29.6,22,22,
252.5888,25.34955,0.211,2.82,3.5,13.5,16.5,12,10,
188.47978,26.73367,0.219,2.84,3.38,15.6,18.9,13,12,
129.95958,42.52952,0.235,2.7,3.39,13.3,16.5,14,11,
173.03732,44.36007,0.227,2.73,3.42,12.2,15.1,14,10,
142.40274,43.89592,0.251,2.79,3.59,13.3,16.5,15,11,
216.40071,50.71031,0.186,0.17994,2.91,3.51,16.7,20.6,17,14
221.75818,9.39734,0.184,2.74,3.44,12.4,15.6,15,10,
161.29516,35.72618,0.278,3.81,4.61,14.5,17.1,10,10,
210.38704,22.15012,0.257,2.43,2.97,13.9,17,13,10,
200.22411,1.2196,0.135,0.14825,2.15,2.69,18.5,22.6,17,14
237.77252,14.04239,0.192,2.61,3.25,15.5,19.3,15,11,
219.34798,29.12775,0.273,2.48,3.06,18.2,22.7,16,16,
151.6958,28.02025,0.165,2.18,2.76,13.5,16.8,13,10,
132.74969,36.91329,0.24,2.5,3.08,16,19.9,15,13,
203.84127,38.51358,0.238,2.71,3.41,12.3,15.3,14,10,
230.98044,9.51093,0.181,3.42,4.1,12.8,15.7,13,10,
151.17818,8.19951,0.165,0.17055,2.88,3.51,15.6,19.1,15,14
148.83374,28.3084,0.2,2.47,3.04,11.2,14,14,10,
219.18686,18.92546,0.119,2.16,2.68,24.2,30,24,26,
205.20154,50.19416,0.259,2.39,2.93,16.6,20.6,15,13,
16.11797,14.37194,0.251,2.41,3.09,10.9,14,13,11,
145.77371,36.66719,0.254,2.77,3.26,10.7,12.9,13,10,
144.19443,41.02577,0.262,2.78,3.33,15.7,19.3,15,13,
236.17894,6.1146,0.254,2.34,2.89,11.7,14.6,12,11,
141.073,24.90672,0.184,2.58,3.26,15.3,19.3,13,11,
170.08242,47.08178,0.103,0.1099,1.89,2.38,26.7,33.6,26,29
207.56359,18.97399,0.265,2.46,3.03,9.9,12.5,13,10,
140.64154,3.72858,0.257,2.93,3.67,35.5,43.4,25,32,
162.8641,5.25999,0.205,2.61,3.26,11.9,14.7,17,12,
259.57337,29.01967,0.292,2,2.51,14.4,18.1,14,12,
52.74325,-0.62109,0.17,0.14892,3.19,3.88,23.4,28.7,18,16
343.5121,-0.85305,0.159,0.16311,2.51,3.11,18.2,22.5,14,13
139.7399,60.73995,0.224,2.63,3.41,16.6,21,13,11,
238.30989,9.44513,0.108,0.10293,2.09,2.6,9.1,11.3,10,10
200.60465,4.09991,0.257,3.44,4.2,19.9,24.5,16,15,
172.85052,58.1887,0.167,0.18103,2.19,2.78,16.4,20.4,17,16
230.58045,-0.85863,0.243,2.27,2.88,9.4,11.8,11,10,
157.33096,53.75054,0.14,0.14442,2.52,3.23,12.1,15.3,17,14
154.89879,12.69718,0.189,0.19506,2.64,3.14,15.6,19.5,14,12
355.4777,-9.72388,0.275,2.97,3.62,17.5,21.5,15,14,
204.08244,14.49533,0.146,2.56,3.2,15.3,18.7,16,13,
201.65748,3.3693,0.23,2.26,2.76,11.4,14,14,10,
37.35465,-8.84076,0.2,2.92,3.55,10.4,12.4,13,10,
339.57235,-1.02483,0.122,2.32,2.91,13.7,17.3,16,13,
223.24394,14.27899,0.157,2.63,3.2,28,34.3,24,25,
217.06146,19.98629,0.216,2.14,2.73,16.8,21,20,20,
191.69519,6.30135,0.24,2.61,3.19,15.9,19.8,14,11,
218.45705,11.96117,0.116,2.62,3.2,12.3,15.4,14,10,
158.58818,-0.9077,0.181,0.18341,3.22,3.92,13.3,16.4,14,11
161.86759,4.82274,0.243,2.61,3.23,16,20.3,14,10,
129.46893,6.84804,0.257,2.23,2.81,25.9,31.7,21,21,
197.02332,7.38112,0.3,2.98,4.11,14.4,19,16,13,
139.9889,5.51317,0.3,3.3,4.08,13.6,16.8,15,11,
158.52093,8.87271,0.227,0.19675,3.74,4.57,18.1,21.9,14,11
25.25725,-9.54346,0.116,0.11418,2.36,2.97,13.8,17.5,18,14
236.60336,21.2466,0.138,2.94,3.56,21.6,26.6,19,19,
221.04751,26.03347,0.23,2.89,3.43,13.8,16.5,13,11,
180.3881,47.71203,0.262,2.09,2.49,27.8,33.7,26,28,
209.35922,27.42743,0.143,2.38,3.05,18.1,22.8,15,13,
345.85621,13.7774,0.208,0.17646,3.54,4.24,15.8,18.6,17,13
206.26838,7.79061,0.275,2.46,3.12,12.6,15.9,14,11,
138.30789,19.69379,0.238,2.73,3.26,15.8,19.1,15,11,
122.63189,40.95675,0.194,0.1912,2.58,3.16,15.1,18.6,16,13
192.3974,38.1573,0.162,2.53,3.1,21.2,26.3,17,17,
170.99462,22.42589,0.143,2.56,3.31,16,20.4,15,13,
245.9597,53.72279,0.238,2.59,3.21,12.8,16,13,12,
228.36951,0.19565,0.221,3.37,4.25,15.9,19.7,17,12,
196.25949,20.83341,0.248,2.45,3.06,12.7,16.1,13,10,
222.36563,40.70863,0.194,0.19571,2.57,3.16,18.6,22.7,18,17
216.68107,64.91461,0.138,0.13744,2.62,3.3,28.3,35.5,21,21
156.82116,27.80479,0.243,2.6,3.25,13.7,17.1,14,10,
135.26816,24.59424,0.192,2.9,3.56,23.5,28.6,18,16,
205.94054,32.45223,0.232,2.55,3.25,13.5,16.9,14,10,
220.49902,31.52301,0.235,2.54,3.33,14.6,18.3,15,13,
158.16827,8.67712,0.23,2.97,3.63,17.6,21.6,19,16,
240.23147,33.2236,0.273,2.48,3.24,12.9,16.6,15,13,
161.838,49.36297,0.184,0.17432,3.06,3.77,16.9,21.2,16,14
131.13387,1.12197,0.294,1.73,2.17,10,12.6,13,10,
164.19862,24.54867,0.235,2.66,3.38,10.9,13.9,14,12,
155.1498,3.12458,0.208,2.37,2.9,15.2,18.7,19,15,
179.24485,10.32809,0.149,2.46,2.87,10.2,12.2,14,10,
228.8852,43.76963,0.14,0.13509,2.45,3.08,12.7,15.7,14,12
192.73415,62.6491,0.259,2.6,3.14,15.9,19.7,17,11,
208.33972,39.98603,0.113,0.10576,2.16,2.7,11.2,14,12,10
153.93477,59.5787,0.281,2.6,3.13,34.9,42.2,26,27,
211.36974,29.77648,0.23,2.39,3.02,21.7,27.1,20,19,
135.90862,26.58643,0.284,2.69,3.29,12.1,15.3,11,10,
150.25299,38.168,0.24,2.74,3.38,19.7,23.9,15,13,
133.84514,3.32562,0.2,2.25,2.74,11.3,13.8,12,10,
239.56617,11.76667,0.205,2.64,3.25,14.2,17.5,13,12,
189.79771,40.34452,0.257,2.75,3.27,17.1,20.6,15,12,
139.91425,5.52615,0.3,2.12,2.63,17.1,21.7,16,15,
214.12429,46.67204,0.14,0.14965,2.72,3.51,15.1,19.4,12,10
221.63512,37.80697,0.173,0.16835,2.72,3.31,12.9,15.9,17,15
160.59916,14.84606,0.203,2.87,3.54,18.7,22.7,16,13,
136.83656,3.95249,0.216,2.77,3.39,13.4,16.4,12,10,
157.36841,37.30368,0.138,2.31,2.93,10.8,13.9,15,12,
1.10402,16.21365,0.111,0.11632,2,2.57,11,14.1,14,13
176.59913,14.58041,0.243,2.95,3.55,15.9,19.9,16,12,
135.72707,19.99831,0.138,2.44,3.14,12.3,15.5,12,10,
176.46824,8.186,0.294,1.89,2.42,15.1,18.6,16,13,
182.74434,1.61294,0.297,3.13,3.7,20.3,24.9,16,14,
162.24439,54.88969,0.149,2.65,3.34,36.2,44,27,29,
194.95136,38.07371,0.227,2.65,3.27,12,14.6,11,10,
159.70436,6.69168,0.294,2.2,2.74,13.6,17,13,10,
190.22544,24.11004,0.292,2.96,3.68,15.9,19.9,14,13,
233.71718,38.04809,0.151,0.14762,2.85,3.6,13.7,17.1,14,12
115.75598,43.95041,0.127,0.11663,2.88,3.72,12.4,15.5,15,10
116.2198,33.45794,0.224,2.59,3.23,17.5,21.6,17,15,
142.66961,43.98737,0.14,0.1333,2.28,2.83,11.6,14.3,17,10
171.66061,42.16242,0.192,0.18738,2.87,3.5,19.2,23.3,19,15
235.65356,57.23167,0.275,2.3,2.78,10.5,13.1,12,10,
215.9718,48.83219,0.23,2.83,3.36,19.8,23.8,18,15,
238.99706,24.14911,0.178,2.9,3.47,15.5,19.1,13,12,
159.78072,-2.27504,0.159,2.66,3.29,18.7,23.2,17,16,
224.78554,47.32856,0.13,2.01,2.5,20.2,25.3,23,23,
180.26065,3.27939,0.238,2.68,3.27,14.1,17.6,15,11,
344.33266,13.02184,0.184,0.1777,2.59,3.1,14.6,17.6,14,12
229.07036,7.66959,0.251,3.03,3.59,17.2,20.8,11,10,
179.30014,11.05731,0.238,2.72,3.45,17,21.1,15,14,
208.30408,55.75972,0.232,2.69,3.37,13.8,17.2,13,11,
4.07996,0.84707,0.248,2.46,3.02,22,27.2,20,19,
158.33,66.16166,0.284,2.66,3.23,12.8,15.9,13,10,
234.75323,56.27414,0.143,0.14488,2.24,2.76,11.6,14.4,11,11
144.52005,22.82778,0.257,2.74,3.38,15.8,19.5,15,13,
126.9738,17.65243,0.105,1.87,2.31,11.3,14.3,15,13,
209.48545,51.35439,0.13,0.12618,2.26,2.8,20.6,25.6,20,20
206.31344,55.19493,0.257,2.28,2.83,21.4,27,18,15,
189.38972,26.3177,0.3,1.79,2.34,11.3,14.3,13,10,
193.87257,50.86448,0.105,0.10986,2.56,3.17,12.8,16.2,16,10
173.00248,2.67239,0.257,2.49,3.08,14.4,17.8,12,10,
130.08605,22.58629,0.203,2.31,2.96,19.3,24,19,18,
169.62898,30.49174,0.267,2.5,3.06,11.5,13.8,14,10,
200.33415,21.23763,0.157,2.67,3.37,11,13.7,13,10,
218.66237,23.50098,0.135,2.44,3.08,13.6,17.1,10,10,
11.96631,14.53177,0.284,1.96,2.65,10.8,14.2,12,10,
190.31728,0.61566,0.235,2.38,2.91,14.1,17.5,13,12,
138.85098,21.50556,0.143,2.73,3.48,11.3,14,12,10,
158.8619,4.0568,0.143,0.15618,2.36,2.88,18.2,22.3,13,12
172.14685,57.46737,0.246,2.84,3.74,15.3,19.4,12,11,
165.62888,-1.10502,0.151,2.24,2.97,14.8,18.6,14,13,
245.56611,24.09498,0.189,2.68,3.3,13.3,16.3,17,11,
211.95715,35.50439,0.254,2.91,3.44,19.3,23.4,17,14,
154.10212,11.9715,0.251,2.51,3.03,26.2,32,22,21,
169.54554,20.789,0.146,2.64,3.25,10.8,13.3,14,11,
217.75221,35.60941,0.154,0.16201,2.42,3.02,11,13.7,15,12
192.67492,28.54031,0.224,2.6,3.22,14.7,17.9,13,12,
165.3792,41.51368,0.116,0.11471,2.81,3.49,13.9,17.4,12,11
176.08863,31.79416,0.221,2.51,3.07,13.8,16.9,14,11,
143.81537,43.1208,0.181,0.19556,2.5,3.13,12.1,14.9,11,10
215.39763,0.83768,0.167,0.1681,2.62,3.31,17.2,21.1,14,11
201.48447,54.1054,0.262,2.73,3.22,10.9,13.2,13,11,
359.49319,14.83201,0.176,0.16674,2.72,3.34,14.2,17.4,15,10
140.40997,51.98115,0.194,2.9,3.4,56.3,69,39,53,
150.71382,11.0065,0.232,2.59,3.17,15.4,19.2,14,10,
240.5264,27.41795,0.235,2.76,3.4,14.4,17.5,11,11,
160.1903,50.49547,0.259,2.38,2.88,12.1,14.8,13,10,
325.68047,-7.14844,0.186,0.19411,2.68,3.37,15.8,19.4,15,14
149.57441,30.98788,0.24,3.08,3.72,25.9,31.7,22,22,
155.08582,18.94046,0.113,1.87,2.32,19.1,23.9,24,24,
216.38677,32.94372,0.219,2.37,2.95,12.7,15.7,13,11,
131.4809,47.5312,0.157,0.15865,2.23,2.78,8.8,11.1,11,10
241.54334,7.79876,0.286,2.11,2.69,22.5,28,21,20,
218.99162,59.74564,0.265,2.75,3.57,16.1,19.9,12,10,
194.83562,46.56486,0.2,0.1737,3.3,4.01,15.6,19.2,14,13
214.35081,7.557,0.124,1.89,2.36,9.9,12.3,12,11,
220.53944,24.11149,0.138,4.2,4.96,23.8,28.8,14,11,
251.49071,20.48436,0.281,2.35,2.87,12.2,15.1,15,11,
200.00454,-1.86118,0.213,2.69,3.27,25.5,31.5,20,18,
156.9572,3.67881,0.127,1.85,2.43,13.3,17.4,20,17,
133.80772,54.07753,0.124,0.10552,2.71,3.42,13.8,17.5,16,11
129.17372,44.0465,0.278,3.11,3.61,16.1,19.6,13,11,
184.97424,7.51298,0.281,2.18,2.71,15.7,19.1,16,14,
236.76549,25.72909,0.192,2.33,2.98,22.6,28.2,19,17,
18.48218,-1.09009,0.173,3.1,3.83,11.4,14.1,18,12,
339.81987,0.64604,0.213,2.19,2.69,23.3,28.6,21,21,
214.76898,1.30425,0.154,0.16612,2.8,3.41,12.3,15.2,16,10
186.88803,22.49045,0.176,2.57,3.17,15,18.7,15,13,
227.34271,0.86079,0.265,2.87,3.38,17.2,20.6,13,13,
246.41793,33.70547,0.119,0.11607,2.97,3.5,19.7,24.1,15,13
227.25659,-0.0765,0.23,2.6,3.09,36.9,44.9,27,32,
185.72727,20.79568,0.143,2.41,2.99,16.1,20.4,16,13,
203.94472,21.49009,0.159,2.43,3.02,11.7,14.4,11,10,
166.34422,10.09834,0.159,0.1724,2.29,2.79,13.4,16.3,14,11
131.95443,28.8922,0.211,2.69,3.24,22.6,27.9,18,16,
